Who ^whp+who+++=Who
relationship ^nn+nom+++=relationship.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
re ^in++++=re
just ^rb+emph+++=just
keeping ^vbg+++xvbg+=keeping
it ^pp3+it+++=it
casual ^jj++++=casual.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
re ^in++++=re
teasing ^jj++++=teasing,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
watch ^vb++++=watch
out ^rb+phrv+++=out
for ^in+ppvb+++=for
karma ^nn+++??+=karma.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
you ^pp2+pp2+++=you
decide ^vb+vprv+++=decide,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
better ^jjr+pred+++=better
in ^in++++=in
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
big ^jj+atrb+++=big
hot ^jj+atrb+++=hot
Zack ^np+++??+=Zack
or ^cc++++=or
wheezy ^nn+++??+=wheezy
little ^ap++++=little
Leonard ^np++++=Leonard?
? ^zz++++=EXTRAWORD
Neener ^np+++??+=Neener
neener ^jjr++++=neener.
. ^zz++++=EXTRAWORD
Also ^rb+cnj+++=Also,
, ^zz++++=EXTRAWORD
uh ^uh++++=uh,
, ^zz++++=EXTRAWORD
cherries ^nns++++=cherries?
? ^zz++++=EXTRAWORD
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
t ^zz++++=t
let ^vbd+++xvbn+=let
this ^dt+dem+++=this
stop ^nn++++=stop
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Almost ^rb+hdg+++=Almost
any ^dti++++=any
scientific ^jj+atrb+++=scientific
advancement ^nn+nom+++=advancement
can ^md+pos+++=can
be ^vb+be+aux++=be
used ^vpsv++agls+xvbnx+=used
for ^in++++=for
destructive ^jj+atrb+++=destructive
purposes ^nns++++=purposes.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
Claire ^np+++??+=Claire.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
re ^in++++=re
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Guys ^nns++++=Guys,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
friend ^nn++++=friend
Claire ^np+++??+=Claire.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
re ^in++++=re
casually ^rb++++=casually
dating ^nvbg+++xvbg+=dating,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
s ^zz++++=s
no ^at++++=no
need ^nn++++=need
for ^in++++=for
any ^dti++++=any
further ^jjb+atrb+++=further
questions ^nns+nom+++=questions
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
no ^at++++=no
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
Zack ^np+++??+=Zack,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
friend ^nn++++=friend
Claire ^np+++??+=Claire.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
s ^zz++++=s
seeing ^vwbg+++xvbg+=seeing
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
re ^in++++=re
just ^rb+emph+++=just
keeping ^vbg+++xvbg+=keeping
it ^pp3+it+++=it
casual ^jj++++=casual.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
dude ^nn+++??+=dude,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
re ^in++++=re
killing ^xvbg+++xvbg+=killing
me ^pp1o+pp1+++=me
with ^in++++=with
Claire ^np+++??+=Claire.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
classically ^rb++++=classically
handsome ^jj++++=handsome,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
ve ^nn+++??+=ve
got ^vbd+++xvbn+=got
a ^at++++=a
swimmer ^nn++++=swimmer
s ^zz++++=s
body ^nn++++=body.
. ^zz++++=EXTRAWORD
Next ^in+cmpx+++=Next
to ^in"++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
look ^vb++++=look
like ^in++++=like
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
okay ^rb+cnj+++=okay,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
do ^vb+do+vrb++=do
me ^pp1o+pp1+++=me
a ^at++++=a
favour ^nn++++=favour
and ^cc++++=and
stop ^nn++++=stop
talking ^vwbg+++xvbg+=talking
about ^in++++=about
how ^wrb+who+++=how
great ^jj+atrb+++=great
Claire ^np+++??+=Claire
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
t ^zz++++=t
listen ^vb++++=listen
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
says ^vbz+vpub+++=says
crazy ^jj+atrb+++=crazy
things ^nns++++=things
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
watch ^vb++++=watch.
. ^zz++++=EXTRAWORD
Marco ^np+++??+=Marco.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
uh ^uh++++=uh,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
guys ^nns++++=guys
talking ^vwbg+++xvbg+=talking
about ^in+strn+++=about?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
would ^md+prd+++=would
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
specifically ^rb++++=specifically
asked ^vbn+vsua+tht0+xvbn+=asked
you ^pp2+pp2+++=you
not ^xnot++not++=not
to ^to++++=to
do ^vbi++++=do
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
you ^pp2+pp2+++=you
guys ^nns++++=guys
see ^vb+vprv+++=see
there ^rn+pl+++=there
s ^zz++++=s
an ^at++++=an
Avengers ^nns+nom++??+=Avengers
screening ^vwbg+++xvbg+=screening?
? ^zz++++=EXTRAWORD
Joss ^np+++??+=Joss
Whedon ^np+++??+=Whedon
s ^zz++++=s
gonna ^md+prd+++0=gonna
show ^vb++++=show
some ^dti++++=some
deleted ^jj+atrb++xvbn+=deleted
scenes ^nns++++=scenes
and ^cc++++=and
do ^vb+do+vrb++=do
a ^at++++=a
question ^nn+nom+++=question
and ^cc++++=and
answer ^nn++++=answer
session ^nn++++=session.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
tonight ^nr+tm+++=tonight,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
s ^zz++++=s
first ^od++++=first-come,
- ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
first ^od++++=first-served,
- ^zz++++=EXTRAWORD
served ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
so ^ql++++=so
we ^pp1a+pp1+++=we
should ^md+nec+++=should
probably ^rb++splt++=probably
get ^vb++++=get
there ^rn+pl+++=there
early ^jj++++=early
and ^cc++++=and
wait ^nn++++=wait
in ^in++++=in
line ^nn++++=line.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
d ^zz++++=d
say ^vb+vpub+++=say
by ^in++++=by
three ^cd++++=three.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
sleeping ^nvbg+++xvbg+=sleeping
under ^in++++=under
the ^ati++++=the
stars ^nns++++=stars
with ^in++++=with
other ^ap++++=other
fans ^nns++++=fans
who ^whp+rel+subj++=who
love ^vb++++=love
the ^ati++++=the
show ^vb+vprv+++=show
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
Boy ^nn++++=Boy,
, ^zz++++=EXTRAWORD
all ^abn++++=all
this ^dt+dem+++=this
standing ^jj+atrb++xvbg+=standing
s ^zz++++=s
making ^vwbg+++xvbg+=making
me ^pp1o+pp1+++=me
tired ^vbd+++xvbn+=tired.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
thing ^nn++++=thing
I ^pp1a+pp1+++=I
brought ^vbd+++xvbnx+=brought
my ^pp$+pp1+++=my
collapsible ^jj+atrb+++=collapsible
stick ^nn++++=stick
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
Sticks ^nns++++=Sticks
and ^cc++++=and
stones ^nns++++=stones
may ^md+pos+++=may
break ^vb++++=break
my ^pp$+pp1+++=my
bones ^nns++++=bones,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
chairs ^nns++++=chairs
on ^in++++=on
sticks ^nns++++=sticks
are ^vb+ber+aux++=are
comfy ^vb++++=comfy.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
t ^zz++++=t
make ^vb++++=make
me ^pp1o+pp1+++=me
feel ^vb+vprv+++=feel
bad ^jj++++=bad.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
s ^zz++++=s
got ^vbd+++xvbn+=got
him ^pp3o+pp3+++=him
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
The ^ati++++=The
D ^zz++++=D
even ^rb++++=even
stands ^vbz++++=stands
for ^in+ppvb+++=for
department ^nn+nom+++=department.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
sure ^jj++++=sure?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
right ^nn++++=right.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
realize ^vb+vprv+++=realize
what ^wdt+who+whcl++=what
this ^dt+pdem+++=this
means ^vbz+vprv+++=means?
? ^zz++++=EXTRAWORD
Congratulations ^nns+nom+++=Congratulations.
. ^zz++++=EXTRAWORD
Open ^jj++++=Open
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
a ^at++++=a
window ^nn++++=window
around ^in++++=around
here ^rn+pl+++=here
we ^pp1a+pp1+++=we
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know
about ^in+strn+++=about?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
else ^rb+cnj+++=else
could ^md+pos+++=could
it ^pp3+it+++=it
be ^vb+be+vrb++=be?
? ^zz++++=EXTRAWORD
Boy ^nn++++=Boy,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
I ^pp1a+pp1+++=I
love ^nn++++=love
America ^np++++=America.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
look ^vb++++=look,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
on ^rp++++=on
the ^ati++++=the
Air ^nn++++=Air
Force ^nn++++=Force
Web ^nn++++=Web
site ^nn++++=site,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
department ^nn+nom+++=department
that ^tht+rel+obj++=that
e ^zz++++=e-mailed
- ^zz++++=EXTRAWORD
mailed ^vwbn+++xvbn+=EXTRAWORD
you ^pp2+pp2+++=you
is ^vbz+bez+vrb++=is
in ^in++++=in
charge ^in"++++=charge
of ^in"++++=of
acquisitions ^nns+nom+++=acquisitions.
. ^zz++++=EXTRAWORD
So ^ql++++=So
maybe ^rb+hdg+++=maybe
they ^pp3a+pp3+++=they
just ^rb+emph+++=just
want ^vb++++=want
to ^to+vcmp+++=to
give ^vbi++++=give
you ^pp2+pp2+++=you
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
money ^nn++++=money
for ^in++++=for
your ^pp$+pp2+++=your
invention ^nn+nom+++=invention.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
just ^rb+emph+splt++=just
thinking ^vbg+++xvbgx+=thinking
about ^in++++=about
Jurassic ^jj+atrb+++=Jurassic
World ^nn++++=World.
. ^zz++++=EXTRAWORD
Boy ^nn++++=Boy,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
terrible ^jj+pred+++=terrible.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
t ^zz++++=t
ignore ^vb++++=ignore
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
not ^xnot++not++=not
that ^dt+dem+++=that
postcard ^nn++++=postcard
that ^tht+rel+subj++=that
says ^vbz+vpub+++=says
it ^pp3+it+++=it
s ^zz++++=s
time ^nn++++=time
to ^to++++=to
go ^vbi++++=go
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
dentist ^nn+nom+++=dentist.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
dude ^nn+++??+=dude.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minute ^nn++++=minute
you ^pp2+pp2+++=you
opened ^vbd+++xvbn+=opened
that ^dt+dem+++=that
e ^zz++++=e-mail,
- ^zz++++=EXTRAWORD
mail ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
knew ^vbd+vprv+tht0+xvbnx+=knew
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
re ^in++++=re
probably ^rb++++=probably
looking ^vbg+++xvbg+=looking
at ^rb++++=at
you ^pp2+pp2+++=you
through ^in++++=through
the ^ati++++=the
camera ^nn++++=camera
right ^nn++++=right
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
America ^np++++=America.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
s ^zz++++=s
even ^rb++++=even
the ^ati++++=the
U.s ^np++++=U.S.
. ^zz++++=EXTRAWORD
Military ^jj++++=Military.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
could ^md+pos+++=could
be ^vb+be+vrb++=be
foreign ^jj++++=foreign
military ^jj++++=military
pretending ^vb+++xvbg+=pretending
to ^to+vcmp+++=to
be ^vbi++vrb++=be
American ^jj+pred+++=American.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
also ^rb++++=also
love ^vb++++=love
the ^ati++++=the
enemies ^nns++++=enemies
of ^in++++=of
America ^np++++=America.
. ^zz++++=EXTRAWORD
Howard ^np++++=Howard,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
must ^md+nec+++=must
be ^vb+be+vrb++=be
someone ^pn++++=someone
at ^in++++=at
the ^ati++++=the
university ^nn+nom+++=university
you ^pp2+pp2+++=you
can ^md+pos+++=can
go ^vb++++=go
to ^in++++=to
for ^in++++=for
help ^nn++++=help.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
about ^in++++=about
the ^ati++++=the
guy ^np++++=guy
on ^in++++=on
the ^ati++++=the
Channel ^nn++++=Channel
Four ^cd++++=Four
News ^nn++++=News?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
Four ^cd++++=Four
on ^in++++=on
Your ^pp$+pp2+++=Your
Side ^nn++++=Side?
? ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
he ^pp3a+pp3+++=he
can ^md+pos+++=can
be ^vb+be+vrb++=be
on ^in++++=on
your ^pp$+pp2+++=your
side ^nn++++=side.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
d ^zz++++=d
like ^vb++++=like
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
the ^ati++++=the
Four ^cd++++=Four
on ^in++++=on
Your ^pp$+pp2+++=Your
Side ^nn++++=Side
guy ^np++++=guy
cares ^vbz++++=cares
about ^rb++++=about
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
turn ^vb++++=turn
left ^vbd+++xvbn+=left
here ^rn+pl+++=here
and ^cc++++=and
see ^vb+vprv+++=see
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
turns ^vbz++++=turns
with ^in++++=with
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
no ^at++++=no.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
he ^pp3a+pp3+++=he
wants ^nns++++=wants
us ^pp1o+pp1+++=us
to ^to++++=to
pull ^vb++++=pull
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
